Collection State Code,Year,Month,Day,Collection Site Code,Commodity Code,Analyzing Lab Code,Source ID,Commod,Pesticide Code,Pesticide Name,Test Class,Concentration,LOD,pp_,Confirm 1,Confirm 2,Annotate,Quantitate,Mean,Extract,Determ,EPA Tolerance (ppm)
NY,17,11,07,0076,GK,OH1,,GK,B48,Azoxystrobin,F,0.1823,0.002,M,LU,,,,O,805,52,25
NY,17,11,07,0113,GK,OH1,,GK,597,Cypermethrin,O,0.1314,0.012,M,GT,,,,O,805,35,14.0
NY,17,11,07,0141,GK,OH1,,GK,B48,Azoxystrobin,F,0.1538,0.002,M,LU,,,,O,805,52,25
NY,17,11,07,0142,GK,OH1,,GK,612,Deltamethrin  (includes parent Tralomethrin),O,0.292,0.004,M,GT,,X,,O,805,35,0.05
NY,17,11,07,0156,GK,OH1,,GK,ADG,Indoxacarb,I,0.3197,0.003,M,LU,,,,O,805,52,12
NY,17,11,07,0262,GK,OH1,,GK,539,Permethrin Total,O,0.005,0.003,M,GT,,Q,,O,805,35,5.0
NY,17,11,07,0281,GK,OH1,,GK,AGW,Chlorantraniliprole,I,0.0166,0.01,M,LU,,Q,,O,805,52,11
NY,17,12,05,0088,GK,OH1,,GK,134,DCPA,A,0.0063,0.001,M,GT,,,,O,805,35,5.0
NY,17,12,05,0113,GK,OH1,,GK,AHT,Fluopicolide,A,0.0105,0.002,M,LU,,,,O,805,52,18
NY,17,12,05,0124,GK,OH1,,GK,AHS,Flubendiamide,I,4.2036,0.003,M,LU,,,,O,805,52,25
NY,17,12,05,0142,GK,OH1,,GK,160,Chlorpyrifos,C,0.0686,0.01,M,LU,,,,O,805,52,1.0
NY,17,12,05,0265,GK,OH1,,GK,AFO,Dinotefuran,A,0.2532,0.05,M,LU,,,,O,805,52,15.0
NY,17,12,05,0272,GK,OH1,,GK,B75,Boscalid,A,0.9776,0.01,M,LU,,,,O,805,52,18.0
NY,17,12,05,0280,GK,OH1,,GK,134,DCPA,A,0.013,0.001,M,GT,,,,O,805,35,5.0
OH,17,01,09,0112,GK,OH1,,GK,B48,Azoxystrobin,F,1.0132,0.002,M,LU,,,,O,805,52,25
OH,17,01,09,0113,GK,OH1,,GK,AHT,Fluopicolide,A,0.0033,0.002,M,LU,,Q,,O,805,52,18
OH,17,01,09,0118,GK,OH1,,GK,930,Bifenthrin,O,0.0202,0.001,M,GT,,,,O,805,35,3.5
OH,17,01,09,0212,GK,OH1,P,GK,930,Bifenthrin,O,0.0812,0.001,M,GT,,,,O,805,35,3.5
OH,17,01,09,0250,GK,OH1,,GK,AGW,Chlorantraniliprole,I,0.0761,0.01,M,LU,,,,O,805,52,11
OH,17,01,09,0440,GK,OH1,,GK,930,Bifenthrin,O,0.0987,0.001,M,GT,,,,O,805,35,3.5
OH,17,02,13,0212,GK,OH1,P,GK,930,Bifenthrin,O,0.0121,0.001,M,GT,,,,O,805,35,3.5
OH,17,02,13,0300,GK,OH1,P,GK,607,Metalaxyl/Mefenoxam,F,0.0503,0.004,M,LU,,,,O,805,52,0.1
OH,17,02,13,0304,GK,OH1,P,GK,AGX,Mandipropamid,N,0.1996,0.005,M,LU,,,,O,805,52,25
OH,17,02,13,0306,GK,OH1,P,GK,AGX,Mandipropamid,N,0.2196,0.005,M,LU,,,,O,805,52,25
OH,17,02,13,0440,GK,OH1,,GK,AHT,Fluopicolide,A,0.0033,0.002,M,LU,,Q,,O,805,52,18
OH,17,03,13,0100,GK,OH1,,GK,AGX,Mandipropamid,N,0.0308,0.005,M,LU,,,,O,805,52,25
OH,17,03,13,0112,GK,OH1,,GK,AGX,Mandipropamid,N,0.3304,0.005,M,LU,,,,O,805,52,25
OH,17,03,13,0113,GK,OH1,,GK,AHT,Fluopicolide,A,0.0201,0.002,M,LU,,,,O,805,52,18
OH,17,03,13,0419,GK,OH1,,GK,AKD,Penthiopyrad,A,0.0155,0.002,M,LU,,,,O,805,52,50
OH,17,03,13,0422,GK,OH1,,GK,A58,Tebuconazole,L,1.4375,0.005,M,LU,,,,O,805,52,2.5
OH,17,03,13,0452,GK,OH1,,GK,930,Bifenthrin,O,0.0017,0.001,M,GT,,Q,,O,805,35,3.5
OH,17,04,10,0112,GK,OH1,,GK,AHM,Spirotetramat,I,0.2321,0.005,M,LU,,,,O,805,52,8.0
OH,17,04,10,0113,GK,OH1,,GK,B48,Azoxystrobin,F,4.9149,0.002,M,LU,,,,O,805,52,25
OH,17,04,10,0312,GK,OH1,P,GK,B48,Azoxystrobin,F,4.4648,0.002,M,LU,,,,O,805,52,25
OH,17,04,10,0422,GK,OH1,,GK,597,Cypermethrin,O,0.0587,0.012,M,GT,,,,O,805,35,14.0
OH,17,04,10,0426,GK,OH1,,GK,134,DCPA,A,0.0068,0.001,M,GT,,,,O,805,35,5.0
OH,17,04,10,0452,GK,OH1,,GK,AKG,Fluopyram,A,0.008,0.002,M,LU,,,,O,805,52,50
OH,17,05,08,0100,GK,OH1,,GK,B61,Pyraclostrobin,F,0.0864,0.002,M,LU,,,,O,805,52,16.0
OH,17,05,08,0107,GK,OH1,P,GK,AGX,Mandipropamid,N,0.5934,0.005,M,LU,,,,O,805,52,25
OH,17,05,08,0113,GK,OH1,,GK,B58,Difenoconazole,L,1.261,0.001,M,LU,,,,O,805,52,35
OH,17,05,08,0422,GK,OH1,,GK,AHT,Fluopicolide,A,0.0374,0.002,M,LU,,,,O,805,52,18
OH,17,05,08,0452,GK,OH1,,GK,930,Bifenthrin,O,0.0017,0.001,M,GT,,Q,,O,805,35,3.5
OH,17,06,12,0207,GK,OH1,,GK,304,Quintozene (PCNB),A,0.0033,0.002,M,GT,,Q,,O,805,35,0.2
OH,17,06,12,0250,GK,OH1,,GK,AGA,Cyazofamid,A,0.0083,0.005,M,LU,,Q,,O,805,52,12.0
OH,17,06,12,0300,GK,OH1,,GK,AHT,Fluopicolide,A,0.0033,0.002,M,LU,,Q,,O,805,52,18
OH,17,06,12,0307,GK,OH1,,GK,AHS,Flubendiamide,I,0.9515,0.003,M,LU,,,,O,805,52,25
OH,17,06,12,0440,GK,OH1,,GK,B48,Azoxystrobin,F,0.0033,0.002,M,LU,,Q,,O,805,52,25
OH,17,07,17,0207,GK,OH1,,GK,B75,Boscalid,A,0.0166,0.01,M,LU,,Q,,O,805,52,18.0
OH,17,07,17,0426,GK,OH1,,GK,ABB,Spinosad,I,0.0033,0.002,M,LU,,Q,,O,805,52,10.0
OH,17,07,17,0450,GK,OH1,P,GK,B75,Boscalid,A,0.133,0.01,M,LU,,,,O,805,52,18.0
OH,17,07,17,0452,GK,OH1,,GK,B75,Boscalid,A,0.0501,0.01,M,LU,,,,O,805,52,18.0
OH,17,08,14,0107,GK,OH1,,GK,AGA,Cyazofamid,A,1.9549,0.005,M,LU,,,,O,805,52,12.0
OH,17,08,14,0113,GK,OH1,,GK,597,Cypermethrin,O,0.327,0.012,M,GT,,,,O,805,35,14.0
OH,17,08,14,0118,GK,OH1,P,GK,134,DCPA,A,0.0017,0.001,M,GT,,Q,,O,805,35,5.0
OH,17,08,14,0207,GK,OH1,,GK,134,DCPA,A,0.0075,0.001,M,GT,,,,O,805,35,5.0
OH,17,09,11,0304,GK,OH1,P,GK,ABB,Spinosad,I,0.0033,0.002,M,LU,,Q,,O,805,52,10.0
OH,17,09,11,0306,GK,OH1,P,GK,AHT,Fluopicolide,A,0.0033,0.002,M,LU,,Q,,O,805,52,18
OH,17,09,11,0307,GK,OH1,P,GK,AHT,Fluopicolide,A,0.0079,0.002,M,LU,,,,O,805,52,18
OH,17,09,11,0440,GK,OH1,,GK,AGA,Cyazofamid,A,0.0083,0.005,M,LU,,Q,,O,805,52,12.0
OH,17,10,16,0207,GK,OH1,,GK,A61,Triflumizole,L,0.0162,0.002,M,LU,,,,O,805,52,40
OH,17,10,16,0212,GK,OH1,P,GK,B48,Azoxystrobin,F,0.2317,0.002,M,LU,,,,O,805,52,25
OH,17,10,16,0419,GK,OH1,P,GK,B48,Azoxystrobin,F,0.0033,0.002,M,LU,,Q,,O,805,52,25
OH,17,10,16,0422,GK,OH1,P,GK,AKD,Penthiopyrad,A,0.6245,0.002,M,LU,,,,O,805,52,50
OH,17,10,16,0440,GK,OH1,,GK,781,Cyfluthrin,O,0.8748,0.008,M,GT,,,,O,805,35,7.0
OH,17,11,13,0100,GK,OH1,,GK,AGW,Chlorantraniliprole,I,0.1597,0.01,M,LU,,,,O,805,52,11
OH,17,11,13,0107,GK,OH1,,GK,B48,Azoxystrobin,F,0.0839,0.002,M,LU,,,,O,805,52,25
OH,17,11,13,0118,GK,OH1,P,GK,B43,Thiamethoxam,A,0.05,0.03,M,LU,,Q,,O,805,52,3.0
OH,17,11,13,0207,GK,OH1,,GK,930,Bifenthrin,O,0.0034,0.001,M,GT,,,,O,805,35,3.5
OH,17,11,13,0212,GK,OH1,P,GK,173,Chlordane cis,A,0.0017,0.001,M,GT,,Q,,O,805,35,0.1 AL
OH,17,12,11,0107,GK,OH1,P,GK,B75,Boscalid,A,0.0166,0.01,M,LU,,Q,,O,805,52,18.0
OH,17,12,11,0113,GK,OH1,,GK,AHM,Spirotetramat,I,0.0343,0.005,M,LU,,,,O,805,52,8.0
OH,17,12,11,0118,GK,OH1,,GK,B61,Pyraclostrobin,F,0.3825,0.002,M,LU,,,,O,805,52,16.0
OH,17,12,11,0422,GK,OH1,,GK,930,Bifenthrin,O,1.7412,0.001,M,GT,,,,O,805,35,3.5
TX,17,01,03,0040,GK,OH1,P,GK,AHS,Flubendiamide,I,0.0175,0.003,M,LU,,,,O,805,52,25
TX,17,01,03,0105,GK,OH1,,GK,230,Pendimethalin,F,0.0105,0.003,M,GT,,,,O,805,35,0.20
TX,17,01,03,0201,GK,OH1,,GK,597,Cypermethrin,O,0.6114,0.012,M,GT,,,,O,805,35,14.0
TX,17,01,03,0221,GK,OH1,,GK,B77,Dimethomorph,W,1.2441,0.03,M,LU,,,,O,805,52,30.0
TX,17,01,03,0406,GK,OH1,,GK,B64,Fenamidone,A,0.0465,0.005,M,LU,,,,O,805,52,60
TX,17,01,03,0421,GK,OH1,,GK,AGW,Chlorantraniliprole,I,0.0475,0.01,M,LU,,,,O,805,52,11
TX,17,02,06,0103,GK,OH1,,GK,607,Metalaxyl/Mefenoxam,F,0.0067,0.004,M,LU,,Q,,O,805,52,0.1
TX,17,02,06,0104,GK,OH1,,GK,A58,Tebuconazole,L,0.0083,0.005,M,LU,,Q,,O,805,52,2.5
TX,17,02,06,0201,GK,OH1,,GK,B61,Pyraclostrobin,F,0.0033,0.002,M,LU,,Q,,O,805,52,16.0
TX,17,02,06,0300,GK,OH1,,GK,781,Cyfluthrin,O,2.6481,0.008,M,GT,,,,O,805,35,7.0
TX,17,02,06,0409,GK,OH1,,GK,AKC,Ametoctradin,F,0.0177,0.002,M,LU,,,,O,805,52,50
TX,17,03,06,0020,GK,OH1,,GK,930,Bifenthrin,O,0.227,0.001,M,GT,,,,O,805,35,3.5
TX,17,03,06,0103,GK,OH1,,GK,607,Metalaxyl/Mefenoxam,F,0.018,0.004,M,LU,,,,O,805,52,0.1
TX,17,03,06,0105,GK,OH1,,GK,B48,Azoxystrobin,F,0.009,0.002,M,LU,,,,O,805,52,25
TX,17,03,06,0201,GK,OH1,,GK,930,Bifenthrin,O,0.0017,0.001,M,GT,,Q,,O,805,35,3.5
TX,17,03,06,0419,GK,OH1,,GK,B48,Azoxystrobin,F,0.2575,0.002,M,LU,,,,O,805,52,25
TX,17,03,13,0105,GK,OH1,,GK,B61,Pyraclostrobin,F,0.0546,0.002,M,LU,,,,O,805,52,16.0
TX,17,04,03,0030,GK,OH1,,GK,AGX,Mandipropamid,N,0.0233,0.005,M,LU,,,,O,805,52,25
TX,17,04,03,0103,GK,OH1,,GK,134,DCPA,A,0.0094,0.001,M,GT,,,,O,805,35,5.0
TX,17,04,03,0105,GK,OH1,,GK,264,Propiconazole,L,1.3364,0.005,M,LU,,,,O,805,52,20
TX,17,04,03,0107,GK,OH1,,GK,230,Pendimethalin,F,0.005,0.003,M,GT,,Q,,O,805,35,0.20
TX,17,04,03,0108,GK,OH1,,GK,B61,Pyraclostrobin,F,0.0262,0.002,M,LU,,,,O,805,52,16.0
TX,17,04,03,0201,GK,OH1,,GK,597,Cypermethrin,O,0.3457,0.012,M,GT,,,,O,805,35,14.0
TX,17,04,03,0419,GK,OH1,,GK,134,DCPA,A,0.0017,0.001,M,GT,,Q,,O,805,35,5.0
TX,17,05,01,0020,GK,OH1,,GK,264,Propiconazole,L,0.0083,0.005,M,LU,,Q,,O,805,52,20
TX,17,05,01,0040,GK,OH1,P,GK,134,DCPA,A,0.081,0.001,M,GT,,,,O,805,35,5.0
TX,17,05,01,0103,GK,OH1,,GK,134,DCPA,A,0.0049,0.001,M,GT,,,,O,805,35,5.0
TX,17,05,01,0105,GK,OH1,,GK,AKD,Penthiopyrad,A,0.7004,0.002,M,LU,,,,O,805,52,50
TX,17,05,01,0201,GK,OH1,,GK,597,Cypermethrin,O,0.3074,0.012,M,GT,,,,O,805,35,14.0
TX,17,05,01,0204,GK,OH1,,GK,151,Trifluralin,A,0.0017,0.001,M,GT,,Q,,O,805,35,0.05
TX,17,05,01,0406,GK,OH1,,GK,ADG,Indoxacarb,I,0.1037,0.003,M,LU,,,,O,805,52,12
TX,17,05,01,0421,GK,OH1,,GK,AHM,Spirotetramat,I,0.0083,0.005,M,LU,,Q,,O,805,52,8.0
TX,17,06,05,0020,GK,OH1,,GK,A61,Triflumizole,L,0.0988,0.002,M,LU,,,,O,805,52,40
TX,17,06,05,0040,GK,OH1,P,GK,597,Cypermethrin,O,0.02,0.012,M,GT,,Q,,O,805,35,14.0
TX,17,06,05,0105,GK,OH1,,GK,B48,Azoxystrobin,F,0.1793,0.002,M,LU,,,,O,805,52,25
TX,17,06,05,0201,GK,OH1,,GK,134,DCPA,A,0.0085,0.001,M,GT,,,,O,805,35,5.0
TX,17,06,05,0405,GK,OH1,,GK,930,Bifenthrin,O,0.0017,0.001,M,GT,,Q,,O,805,35,3.5
TX,17,06,05,0419,GK,OH1,P,GK,AHT,Fluopicolide,A,0.0033,0.002,M,LU,,Q,,O,805,52,18
TX,17,07,10,0020,GK,OH1,,GK,028,Dieldrin,A,0.0165,0.002,M,GT,,,,O,805,35,0.05 AL
TX,17,07,10,0103,GK,OH1,,GK,AKG,Fluopyram,A,0.0073,0.002,M,LU,,,,O,805,52,50
TX,17,07,10,0105,GK,OH1,,GK,B48,Azoxystrobin,F,0.0033,0.002,M,LU,,Q,,O,805,52,25
TX,17,07,10,0201,GK,OH1,,GK,151,Trifluralin,A,0.0017,0.001,M,GT,,Q,,O,805,35,0.05
TX,17,07,10,0221,GK,OH1,,GK,AGX,Mandipropamid,N,0.0218,0.005,M,LU,,,,O,805,52,25
TX,17,07,17,0105,GK,OH1,,GK,B43,Thiamethoxam,A,0.05,0.03,M,LU,,Q,,O,805,52,3.0
TX,17,08,07,0040,GK,OH1,P,GK,B80,Acetamiprid,A,1.0584,0.01,M,LU,,,,O,805,52,15
TX,17,08,07,0104,GK,OH1,,GK,AGG,Flonicamid,A,0.4387,0.05,M,LU,,,,O,805,52,16
TX,17,08,07,0105,GK,OH1,,GK,AGW,Chlorantraniliprole,I,4.7467,0.01,M,LU,,,,O,805,52,11
TX,17,08,07,0201,GK,OH1,,GK,781,Cyfluthrin,O,0.0133,0.008,M,GT,,Q,,O,805,35,7.0
TX,17,08,07,0406,GK,OH1,,GK,134,DCPA,A,0.0471,0.001,M,GT,,,,O,805,35,5.0
TX,17,08,07,0425,GK,OH1,,GK,134,DCPA,A,0.0017,0.001,M,GT,,Q,,O,805,35,5.0
TX,17,09,05,0040,GK,OH1,P,GK,B22,Cyprodinil,V,0.0129,0.003,M,LU,,,,O,805,52,10.0
TX,17,09,05,0221,GK,OH1,P,GK,B48,Azoxystrobin,F,0.0033,0.002,M,LU,,Q,,O,805,52,25
TX,17,09,05,0300,GK,OH1,,GK,AHM,Spirotetramat,I,0.1571,0.005,M,LU,,,,O,805,52,8.0
TX,17,09,05,0405,GK,OH1,,GK,134,DCPA,A,0.0017,0.001,M,GT,,Q,,O,805,35,5.0
TX,17,09,05,0425,GK,OH1,,GK,134,DCPA,A,0.0017,0.001,M,GT,,Q,,O,805,35,5.0
TX,17,10,02,0020,GK,OH1,,GK,597,Cypermethrin,O,1.9731,0.012,M,GT,,,,O,805,35,14.0
TX,17,10,02,0103,GK,OH1,,GK,134,DCPA,A,0.0624,0.001,M,GT,,,,O,805,35,5.0
TX,17,10,02,0105,GK,OH1,,GK,597,Cypermethrin,O,2.1055,0.012,M,GT,,,,O,805,35,14.0
TX,17,10,02,0201,GK,OH1,,GK,134,DCPA,A,0.1032,0.001,M,GT,,,,O,805,35,5.0
TX,17,10,02,0405,GK,OH1,,GK,781,Cyfluthrin,O,0.1408,0.008,M,GT,,,,O,805,35,7.0
TX,17,10,03,0040,GK,OH1,P,GK,159,Methomyl,E,0.0416,0.025,M,LU,,Q,,O,805,52,6
TX,17,11,06,0030,GK,OH1,,GK,597,Cypermethrin,O,0.2934,0.012,M,GT,,,,O,805,35,14.0
TX,17,11,06,0103,GK,OH1,,GK,B64,Fenamidone,A,0.0083,0.005,M,LU,,Q,,O,805,52,60
TX,17,11,06,0105,GK,OH1,,GK,134,DCPA,A,0.0318,0.001,M,GT,,,,O,805,35,5.0
TX,17,11,06,0201,GK,OH1,,GK,AES,Methoxyfenozide,I,2.3825,0.01,M,LU,,,,O,805,52,30
TX,17,11,06,0221,GK,OH1,P,GK,930,Bifenthrin,O,0.0017,0.001,M,GT,,Q,,O,805,35,3.5
TX,17,11,06,0406,GK,OH1,,GK,AKD,Penthiopyrad,A,4.9766,0.002,M,LU,,,,O,805,52,50
TX,17,11,06,0421,GK,OH1,,GK,A58,Tebuconazole,L,0.0083,0.005,M,LU,,Q,,O,805,52,2.5
TX,17,11,27,0300,GK,OH1,,GK,B43,Thiamethoxam,A,0.05,0.03,M,LU,,Q,,O,805,52,3.0
TX,17,12,04,0001,GK,OH1,P,GK,AGW,Chlorantraniliprole,I,1.1034,0.01,M,LU,,,,O,805,52,11
TX,17,12,04,0103,GK,OH1,,GK,134,DCPA,A,0.0064,0.001,M,GT,,,,O,805,35,5.0
TX,17,12,04,0105,GK,OH1,,GK,B43,Thiamethoxam,A,0.05,0.03,M,LU,,Q,,O,805,52,3.0
TX,17,12,04,0107,GK,OH1,P,GK,134,DCPA,A,0.0017,0.001,M,GT,,Q,,O,805,35,5.0
TX,17,12,04,0201,GK,OH1,,GK,AFO,Dinotefuran,A,0.0832,0.05,M,LU,,Q,,O,805,52,15.0
TX,17,12,04,0419,GK,OH1,,GK,B61,Pyraclostrobin,F,0.3472,0.002,M,LU,,,,O,805,52,16.0
WA,17,01,09,0004,GK,OH1,,GK,AKG,Fluopyram,A,0.0086,0.002,M,LU,,,,O,805,52,50
WA,17,01,09,0023,GK,OH1,,GK,B64,Fenamidone,A,0.0561,0.005,M,LU,,,,O,805,52,60
WA,17,02,13,0010,GK,OH1,,GK,AGX,Mandipropamid,N,0.0326,0.005,M,LU,,,,O,805,52,25
WA,17,02,13,0019,GK,OH1,,GK,930,Bifenthrin,O,0.0151,0.001,M,GT,,,,O,805,35,3.5
WA,17,02,13,0023,GK,OH1,,GK,AGX,Mandipropamid,N,1.6157,0.005,M,LU,,,,O,805,52,25
WA,17,03,13,0011,GK,OH1,,GK,B64,Fenamidone,A,0.0432,0.005,M,LU,,,,O,805,52,60
WA,17,03,13,0023,GK,OH1,,GK,ANE,Flupyradifurone,I,0.05,0.03,M,LU,,Q,,O,805,52,40
WA,17,04,10,0010,GK,OH1,,GK,539,Permethrin Total,O,0.1666,0.003,M,GT,,,,O,805,35,5.0
WA,17,04,10,0033,GK,OH1,,GK,134,DCPA,A,0.0017,0.001,M,GT,,Q,,O,805,35,5.0
WA,17,05,08,0010,GK,OH1,,GK,134,DCPA,A,0.0373,0.001,M,GT,,,,O,805,35,5.0
WA,17,05,08,0019,GK,OH1,,GK,134,DCPA,A,0.1355,0.001,M,GT,,,,O,805,35,5.0
WA,17,05,08,0033,GK,OH1,,GK,AKW,Fluxapyroxad,A,0.146,0.003,M,LU,,,,O,805,52,4.0
WA,17,06,12,0004,GK,OH1,,GK,AHT,Fluopicolide,A,0.051,0.002,M,LU,,,,O,805,52,18
WA,17,06,12,0008,GK,OH1,,GK,AGW,Chlorantraniliprole,I,0.0514,0.01,M,LU,,,,O,805,52,11
WA,17,06,12,0023,GK,OH1,,GK,134,DCPA,A,0.0275,0.001,M,GT,,,,O,805,35,5.0
WA,17,07,17,0002,GK,OH1,,GK,AMB,Cyantraniliprole,I,0.0166,0.01,M,LU,,Q,,O,805,52,30
WA,17,07,17,0004,GK,OH1,,GK,597,Cypermethrin,O,0.02,0.012,M,GT,,Q,,O,805,35,14.0
WA,17,07,17,0008,GK,OH1,,GK,134,DCPA,A,0.1714,0.001,M,GT,,,,O,805,35,5.0
WA,17,07,17,0033,GK,OH1,,GK,B48,Azoxystrobin,F,0.0033,0.002,M,LU,,Q,,O,805,52,25
WA,17,08,14,0004,GK,OH1,,GK,151,Trifluralin,A,0.0017,0.001,M,GT,,Q,,O,805,35,0.05
WA,17,08,14,0033,GK,OH1,,GK,134,DCPA,A,0.0097,0.001,M,GT,,,,O,805,35,5.0
WA,17,09,11,0033,GK,OH1,,GK,AEP,Clothianidin,F,0.0832,0.05,M,LU,,Q,,O,805,52,1.9
WA,17,10,09,0034,GK,OH1,,GK,539,Permethrin Total,O,0.0101,0.003,M,GT,,,,O,805,35,5.0
WA,17,11,13,0011,GK,OH1,,GK,134,DCPA,A,0.0017,0.001,M,GT,,Q,,O,805,35,5.0
WA,17,11,13,0023,GK,OH1,,GK,AKD,Penthiopyrad,A,0.051,0.002,M,LU,,,,O,805,52,50
WA,17,12,11,0004,GK,OH1,,GK,AGW,Chlorantraniliprole,I,1.5502,0.01,M,LU,,,,O,805,52,11
WA,17,12,11,0031,GK,OH1,,GK,AGX,Mandipropamid,N,0.0433,0.005,M,LU,,,,O,805,52,25
WA,17,12,11,0033,GK,OH1,,GK,134,DCPA,A,0.0017,0.001,M,GT,,Q,,O,805,35,5.0
CA,17,06,19,0004,HY,US2,P,HY,ALG,Thymol,X,0.067,0.005,M,GT,,,,O,818,35,EX
CA,17,06,19,0577,HY,US2,,HY,ALG,Thymol,X,0.039,0.005,M,GT,,,,O,818,35,EX
CA,17,07,24,0004,HY,US2,P,HY,124,Coumaphos,C,0.013,0.008,M,LU,,,,O,818,52,0.15
CO,17,04,24,0010,HY,US2,,HY,ALG,Thymol,X,0.021,0.005,M,GT,,,,O,818,35,EX
FL,17,04,24,0049,HY,US2,P,HY,ALG,Thymol,X,0.029,0.005,M,GT,,,,O,818,35,EX
FL,17,05,22,0083,HY,US2,,HY,227,Alachlor,A,0.48,0.4,M,GT,,V,,O,818,35,NT
FL,17,08,28,0002,HY,US2,P,HY,ALG,Thymol,X,0.06,0.005,M,GT,,,,O,818,35,EX
FL,17,08,28,0041,HY,US2,P,HY,ALG,Thymol,X,0.091,0.005,M,GT,,,,O,818,35,EX
FL,17,08,28,0060,HY,US2,,HY,ALG,Thymol,X,0.054,0.005,M,GT,,,,O,818,35,EX
MD,17,05,24,0021,HY,US2,P,HY,ALG,Thymol,X,0.057,0.005,M,GT,,,,O,818,35,EX
MD,17,06,28,0053,HY,US2,P,HY,ALG,Thymol,X,0.135,0.005,M,GT,,,,O,818,35,EX
NC,17,08,23,0549,HY,US2,A,HY,ALG,Thymol,X,0.023,0.005,M,GT,,,,O,818,35,EX
NY,17,05,16,0141,HY,US2,P,HY,666,Carbendazim (MBC),B,0.005,0.005,M,LU,,V,,O,818,52,NT
NY,17,05,16,0226,HY,US2,P,HY,ALG,Thymol,X,0.037,0.005,M,GT,,,,O,818,35,EX
NY,17,05,16,0292,HY,US2,P,HY,ALG,Thymol,X,0.062,0.005,M,GT,,,,O,818,35,EX
NY,17,06,20,0254,HY,US2,P,HY,666,Carbendazim (MBC),B,0.005,0.005,M,LU,,V,,O,818,52,NT
NY,17,08,22,0127,HY,US2,P,HY,ALG,Thymol,X,0.153,0.005,M,GT,,,,O,818,35,EX
OH,17,05,22,0312,HY,US2,P,HY,ALG,Thymol,X,0.009,0.005,M,GT,,,,O,818,35,EX
OH,17,06,26,0304,HY,US2,P,HY,ALG,Thymol,X,0.06,0.005,M,GT,,,,O,818,35,EX
TX,17,04,24,0105,HY,US2,,HY,ALG,Thymol,X,0.011,0.005,M,GT,,,,O,818,35,EX
TX,17,05,15,0020,HY,US2,,HY,666,Carbendazim (MBC),B,0.005,0.005,M,LU,,V,,O,818,52,NT
TX,17,06,19,0425,HY,US2,,HY,ALG,Thymol,X,0.019,0.005,M,GT,,,,O,818,35,EX
TX,17,08,21,0020,HY,US2,,HY,ALG,Thymol,X,0.016,0.005,M,GT,,,,O,818,35,EX
TX,17,08,21,0105,HY,US2,,HY,ALG,Thymol,X,0.046,0.005,M,GT,,,,O,818,35,EX
TX,17,08,21,0107,HY,US2,,HY,ALG,Thymol,X,0.114,0.005,M,GT,,,,O,818,35,EX
WA,17,08,28,0002,HY,US2,P,HY,ALG,Thymol,X,0.02,0.005,M,GT,,,,O,818,35,EX
CA,17,01,25,0081,LT,WA1,,LT,967,Imidacloprid,A,0.005,0.003,M,LU,,,,O,805,64,3.5
CA,17,01,25,0128,LT,WA1,,LT,967,Imidacloprid,A,0.007,0.003,M,LU,,,,O,805,64,3.5
CA,17,01,25,0136,LT,WA1,,LT,967,Imidacloprid,A,0.004,0.003,M,LU,,,,O,805,64,3.5
CA,17,01,25,0140,LT,WA1,,LT,967,Imidacloprid,A,0.008,0.003,M,LU,,,,O,805,64,3.5
CA,17,01,25,0220,LT,WA1,,LT,967,Imidacloprid,A,0.01,0.003,M,LU,,,,O,805,64,3.5
CA,17,01,25,0223,LT,WA1,,LT,B64,Fenamidone,A,0.017,0.005,M,LU,,,,O,805,64,60
CA,17,01,25,0225,LT,WA1,,LT,B64,Fenamidone,A,0.008,0.005,M,LU,,,,O,805,64,60
CA,17,01,25,0229,LT,WA1,,LT,967,Imidacloprid,A,0.008,0.003,M,LU,,,,O,805,64,3.5
CA,17,01,25,0419,LT,WA1,,LT,AGX,Mandipropamid,N,0.013,0.002,M,LU,,,,O,805,64,20
CA,17,01,25,0447,LT,WA1,,LT,967,Imidacloprid,A,0.013,0.003,M,LU,,,,O,805,64,3.5
CA,17,01,25,0633,LT,WA1,,LT,967,Imidacloprid,A,0.005,0.003,M,LU,,,,O,805,64,3.5
CA,17,01,25,0635,LT,WA1,,LT,967,Imidacloprid,A,0.009,0.003,M,LU,,,,O,805,64,3.5
CA,17,02,28,0017,LT,WA1,,LT,AGX,Mandipropamid,N,0.02,0.002,M,LU,,,,O,805,64,20
CA,17,02,28,0099,LT,WA1,,LT,AGG,Flonicamid,A,0.006,0.006,M,LU,,,,O,805,64,4.0
CA,17,02,28,0307,LT,WA1,,LT,967,Imidacloprid,A,0.009,0.003,M,LU,,,,O,805,64,3.5
CA,17,02,28,0410,LT,WA1,,LT,967,Imidacloprid,A,0.004,0.003,M,LU,,,,O,805,64,3.5
CA,17,02,28,0432,LT,WA1,,LT,967,Imidacloprid,A,0.01,0.003,M,LU,,,,O,805,64,3.5
CA,17,02,28,0449,LT,WA1,,LT,967,Imidacloprid,A,0.003,0.003,M,LU,,,,O,805,64,3.5
CA,17,02,28,0473,LT,WA1,,LT,B64,Fenamidone,A,0.006,0.005,M,LU,,,,O,805,64,60
CA,17,02,28,0521,LT,WA1,,LT,607,Metalaxyl/Mefenoxam,F,0.001,0.001,M,LU,,,,O,805,64,5.0
